('a5a4', 'c7c5', 'a4a3', 'c5b4')
('a5a4', 'd6d5', 'b4d4', 'h4g5')
('a5a4', 'd6d5', 'b4d4', 'h5e5')
('a5a4', 'd6d5', 'b4d4', 'h5f5')
('a5a4', 'd6d5', 'b4d4', 'h5g5')
('a5a4', 'd6d5', 'b4d4', 'h5h6')
('a5a4', 'd6d5', 'b4d4', 'h5h7')
('a5a4', 'd6d5', 'b4d4', 'h5h8')
('a5a4', 'd6d5', 'b4e4', 'c7c5')
('a5a4', 'd6d5', 'b4e4', 'c7c6')
('a5a4', 'd6d5', 'b4e4', 'd5d4')
('a5a4', 'd6d5', 'b4e4', 'd5e4')
('a5a4', 'd6d5', 'b4e4', 'h4g3')
('a5a4', 'd6d5', 'b4e4', 'h4g4')
('a5a4', 'd6d5', 'b4e4', 'h4g5')
('a5a4', 'd6d5', 'b4e4', 'h5e5')
('a5a4', 'd6d5', 'b4e4', 'h5f5')
('a5a4', 'd6d5', 'b4e4', 'h5g5')
('a5a4', 'd6d5', 'b4e4', 'h5h6')
('a5a4', 'd6d5', 'b4e4', 'h5h7')
('a5a4', 'd6d5', 'b4e4', 'h5h8')
('a5a4', 'd6d5', 'b4f4', 'h4g3')
('a5a4', 'd6d5', 'b4f4', 'h4g5')
('a5a4', 'd6d5', 'b5b6', 'c7b6')
('a5a4', 'd6d5', 'b5b6', 'c7c5')
('a5a4', 'd6d5', 'b5b6', 'c7c6')
('a5a4', 'd6d5', 'b5b6', 'd5d4')
('a5a4', 'd6d5', 'b5b6', 'h4g3')
('a5a4', 'd6d5', 'b5b6', 'h4g4')
('a5a4', 'd6d5', 'b5b6', 'h4g5')
('a5a4', 'd6d5', 'b5b6', 'h5e5')
('a5a4', 'd6d5', 'b5b6', 'h5f5')
('a5a4', 'd6d5', 'b5b6', 'h5g5')
('a5a4', 'd6d5', 'b5b6', 'h5h6')
('a5a4', 'd6d5', 'b5b6', 'h5h7')
('a5a4', 'd6d5', 'b5b6', 'h5h8')
('a5a4', 'd6d5', 'e2e3', 'c7c5')
('a5a4', 'd6d5', 'e2e3', 'c7c6')
('a5a4', 'd6d5', 'e2e3', 'd5d4')
('a5a4', 'd6d5', 'e2e3', 'h4g3')
('a5a4', 'd6d5', 'e2e3', 'h4g4')
('a5a4', 'd6d5', 'e2e3', 'h4g5')
('a5a4', 'd6d5', 'e2e3', 'h5e5')
('a5a4', 'd6d5', 'e2e3', 'h5f5')
('a5a4', 'd6d5', 'e2e3', 'h5g5')
('a5a4', 'd6d5', 'e2e3', 'h5h6')
('a5a4', 'd6d5', 'e2e3', 'h5h7')
('a5a4', 'd6d5', 'e2e3', 'h5h8')
('a5a4', 'd6d5', 'e2e4', 'c7c5')
('a5a4', 'd6d5', 'e2e4', 'c7c6')
('a5a4', 'd6d5', 'e2e4', 'd5d4')
('a5a4', 'd6d5', 'e2e4', 'd5e4')
('a5a4', 'd6d5', 'e2e4', 'f4f3')
('a5a4', 'd6d5', 'e2e4', 'h4g3')
('a5a4', 'd6d5', 'e2e4', 'h4g4')
('a5a4', 'd6d5', 'e2e4', 'h4g5')
('a5a4', 'd6d5', 'e2e4', 'h5e5')
('a5a4', 'd6d5', 'e2e4', 'h5f5')
('a5a4', 'd6d5', 'e2e4', 'h5g5')
('a5a4', 'd6d5', 'e2e4', 'h5h6')
('a5a4', 'd6d5', 'e2e4', 'h5h7')
('a5a4', 'd6d5', 'e2e4', 'h5h8')
('a5a4', 'd6d5', 'g2g3', 'h4g3')
('a5a4', 'd6d5', 'g2g3', 'h4g4')
('a5a4', 'd6d5', 'g2g3', 'h4g5')
('a5a4', 'd6d5', 'g2g3', 'h4h3')
('a5a4', 'd6d5', 'g2g4', 'c7c5')
('a5a4', 'd6d5', 'g2g4', 'c7c6')
('a5a4', 'd6d5', 'g2g4', 'd5d4')
('a5a4', 'd6d5', 'g2g4', 'f4f3')
('a5a4', 'd6d5', 'g2g4', 'h4g3')
('a5a4', 'd6d5', 'g2g4', 'h4g4')
('a5a4', 'd6d5', 'g2g4', 'h4g5')
('a5a4', 'd6d5', 'g2g4', 'h4h3')
('a5a4', 'd6d5', 'g2g4', 'h5e5')
('a5a4', 'd6d5', 'g2g4', 'h5f5')
('a5a4', 'd6d5', 'g2g4', 'h5g5')
('a5a4', 'd6d5', 'g2g4', 'h5h6')
('a5a4', 'd6d5', 'g2g4', 'h5h7')
('a5a4', 'd6d5', 'g2g4', 'h5h8')
('a5a4', 'h4g3', 'a4a3', 'c7c5')
('a5a4', 'h4g3', 'a4a3', 'c7c6')
('a5a4', 'h4g3', 'a4a3', 'd6d5')
('a5a4', 'h4g3', 'a4a3', 'f4f3')
('a5a4', 'h4g3', 'a4a3', 'g3f2')
('a5a4', 'h4g3', 'a4a3', 'g3g2')
('a5a4', 'h4g3', 'a4a3', 'g3g4')
('a5a4', 'h4g3', 'a4a3', 'g3h2')
('a5a4', 'h4g3', 'a4a3', 'g3h4')
('a5a4', 'h4g3', 'a4a3', 'h5b5')
('a5a4', 'h4g3', 'a4a3', 'h5c5')
('a5a4', 'h4g3', 'a4a3', 'h5d5')
('a5a4', 'h4g3', 'a4a3', 'h5e5')
('a5a4', 'h4g3', 'a4a3', 'h5f5')
('a5a4', 'h4g3', 'a4a3', 'h5g5')
('a5a4', 'h4g3', 'a4a3', 'h5h1')
('a5a4', 'h4g3', 'a4a3', 'h5h2')
('a5a4', 'h4g3', 'a4a3', 'h5h3')
('a5a4', 'h4g3', 'a4a3', 'h5h4')
('a5a4', 'h4g3', 'a4a3', 'h5h6')
('a5a4', 'h4g3', 'a4a3', 'h5h7')
('a5a4', 'h4g3', 'a4a3', 'h5h8')
('a5a4', 'h4g3', 'a4a5', 'c7c5')
('a5a4', 'h4g3', 'a4a5', 'c7c6')
('a5a4', 'h4g3', 'a4a5', 'd6d5')
('a5a4', 'h4g3', 'a4a5', 'f4f3')
('a5a4', 'h4g3', 'a4a5', 'g3f2')
('a5a4', 'h4g3', 'a4a5', 'g3g2')
('a5a4', 'h4g3', 'a4a5', 'g3g4')
('a5a4', 'h4g3', 'a4a5', 'g3h2')
('a5a4', 'h4g3', 'a4a5', 'g3h4')
('a5a4', 'h4g3', 'a4a5', 'h5b5')
('a5a4', 'h4g3', 'a4a5', 'h5c5')
('a5a4', 'h4g3', 'a4a5', 'h5d5')
('a5a4', 'h4g3', 'a4a5', 'h5e5')
('a5a4', 'h4g3', 'a4a5', 'h5f5')
('a5a4', 'h4g3', 'a4a5', 'h5g5')
('a5a4', 'h4g3', 'a4a5', 'h5h1')
('a5a4', 'h4g3', 'a4a5', 'h5h2')
('a5a4', 'h4g3', 'a4a5', 'h5h3')
('a5a4', 'h4g3', 'a4a5', 'h5h4')
('a5a4', 'h4g3', 'a4a5', 'h5h6')
('a5a4', 'h4g3', 'a4a5', 'h5h7')
('a5a4', 'h4g3', 'a4a5', 'h5h8')
('a5a4', 'h4g3', 'a4b3', 'c7c5')
('a5a4', 'h4g3', 'a4b3', 'c7c6')
('a5a4', 'h4g3', 'a4b3', 'd6d5')
('a5a4', 'h4g3', 'a4b3', 'f4f3')
('a5a4', 'h4g3', 'a4b3', 'g3f2')
('a5a4', 'h4g3', 'a4b3', 'g3g2')
('a5a4', 'h4g3', 'a4b3', 'g3g4')
('a5a4', 'h4g3', 'a4b3', 'g3h2')
('a5a4', 'h4g3', 'a4b3', 'g3h4')
('a5a4', 'h4g3', 'a4b3', 'h5b5')
('a5a4', 'h4g3', 'a4b3', 'h5c5')
('a5a4', 'h4g3', 'a4b3', 'h5d5')
('a5a4', 'h4g3', 'a4b3', 'h5e5')
('a5a4', 'h4g3', 'a4b3', 'h5f5')
('a5a4', 'h4g3', 'a4b3', 'h5g5')
('a5a4', 'h4g3', 'a4b3', 'h5h1')
('a5a4', 'h4g3', 'a4b3', 'h5h2')
('a5a4', 'h4g3', 'a4b3', 'h5h3')
('a5a4', 'h4g3', 'a4b3', 'h5h4')
('a5a4', 'h4g3', 'a4b3', 'h5h6')
('a5a4', 'h4g3', 'a4b3', 'h5h7')
('a5a4', 'h4g3', 'a4b3', 'h5h8')
('a5a4', 'h4g3', 'b4b1', 'c7c5')
('a5a4', 'h4g3', 'b4b1', 'c7c6')
('a5a4', 'h4g3', 'b4b1', 'd6d5')
('a5a4', 'h4g3', 'b4b1', 'f4f3')
('a5a4', 'h4g3', 'b4b1', 'g3f2')
('a5a4', 'h4g3', 'b4b1', 'g3g2')
('a5a4', 'h4g3', 'b4b1', 'g3g4')
('a5a4', 'h4g3', 'b4b1', 'g3h2')
('a5a4', 'h4g3', 'b4b1', 'g3h4')
('a5a4', 'h4g3', 'b4b1', 'h5b5')
('a5a4', 'h4g3', 'b4b1', 'h5c5')
('a5a4', 'h4g3', 'b4b1', 'h5d5')
('a5a4', 'h4g3', 'b4b1', 'h5e5')
('a5a4', 'h4g3', 'b4b1', 'h5f5')
('a5a4', 'h4g3', 'b4b1', 'h5g5')
('a5a4', 'h4g3', 'b4b1', 'h5h1')
('a5a4', 'h4g3', 'b4b1', 'h5h2')
('a5a4', 'h4g3', 'b4b1', 'h5h3')
('a5a4', 'h4g3', 'b4b1', 'h5h4')
('a5a4', 'h4g3', 'b4b1', 'h5h6')
('a5a4', 'h4g3', 'b4b1', 'h5h7')
('a5a4', 'h4g3', 'b4b1', 'h5h8')
('a5a4', 'h4g3', 'b4b2', 'c7c5')
('a5a4', 'h4g3', 'b4b2', 'c7c6')
('a5a4', 'h4g3', 'b4b2', 'd6d5')
('a5a4', 'h4g3', 'b4b2', 'f4f3')
('a5a4', 'h4g3', 'b4b2', 'g3f2')
('a5a4', 'h4g3', 'b4b2', 'g3g2')
('a5a4', 'h4g3', 'b4b2', 'g3g4')
('a5a4', 'h4g3', 'b4b2', 'g3h2')
('a5a4', 'h4g3', 'b4b2', 'g3h4')
('a5a4', 'h4g3', 'b4b2', 'h5b5')
('a5a4', 'h4g3', 'b4b2', 'h5c5')
('a5a4', 'h4g3', 'b4b2', 'h5d5')
('a5a4', 'h4g3', 'b4b2', 'h5e5')
('a5a4', 'h4g3', 'b4b2', 'h5f5')
('a5a4', 'h4g3', 'b4b2', 'h5g5')
('a5a4', 'h4g3', 'b4b2', 'h5h1')
('a5a4', 'h4g3', 'b4b2', 'h5h2')
('a5a4', 'h4g3', 'b4b2', 'h5h3')
('a5a4', 'h4g3', 'b4b2', 'h5h4')
('a5a4', 'h4g3', 'b4b2', 'h5h6')
('a5a4', 'h4g3', 'b4b2', 'h5h7')
('a5a4', 'h4g3', 'b4b2', 'h5h8')
('a5a4', 'h4g3', 'b4b3', 'f4f3')
('a5a4', 'h4g3', 'b4b3', 'g3f2')
('a5a4', 'h4g3', 'b4b3', 'g3g2')
('a5a4', 'h4g3', 'b4b3', 'g3g4')
('a5a4', 'h4g3', 'b4b3', 'g3h2')
('a5a4', 'h4g3', 'b4b3', 'g3h4')
('a5a4', 'h4g3', 'b4c4', 'c7c5')
('a5a4', 'h4g3', 'b4c4', 'c7c6')
('a5a4', 'h4g3', 'b4c4', 'd6d5')
('a5a4', 'h4g3', 'b4c4', 'f4f3')
('a5a4', 'h4g3', 'b4c4', 'g3f2')
('a5a4', 'h4g3', 'b4c4', 'g3g2')
('a5a4', 'h4g3', 'b4c4', 'g3g4')
('a5a4', 'h4g3', 'b4c4', 'g3h2')
('a5a4', 'h4g3', 'b4c4', 'g3h4')
('a5a4', 'h4g3', 'b4c4', 'h5b5')
('a5a4', 'h4g3', 'b4c4', 'h5c5')
('a5a4', 'h4g3', 'b4c4', 'h5d5')
('a5a4', 'h4g3', 'b4c4', 'h5e5')
('a5a4', 'h4g3', 'b4c4', 'h5f5')
('a5a4', 'h4g3', 'b4c4', 'h5g5')
('a5a4', 'h4g3', 'b4c4', 'h5h1')
('a5a4', 'h4g3', 'b4c4', 'h5h2')
('a5a4', 'h4g3', 'b4c4', 'h5h3')
('a5a4', 'h4g3', 'b4c4', 'h5h4')
('a5a4', 'h4g3', 'b4c4', 'h5h6')
('a5a4', 'h4g3', 'b4c4', 'h5h7')
('a5a4', 'h4g3', 'b4c4', 'h5h8')
('a5a4', 'h4g3', 'b4d4', 'c7c5')
('a5a4', 'h4g3', 'b4d4', 'c7c6')
('a5a4', 'h4g3', 'b4d4', 'd6d5')
('a5a4', 'h4g3', 'b4d4', 'f4f3')
('a5a4', 'h4g3', 'b4d4', 'g3f2')
('a5a4', 'h4g3', 'b4d4', 'g3g2')
('a5a4', 'h4g3', 'b4d4', 'g3g4')
('a5a4', 'h4g3', 'b4d4', 'g3h2')
('a5a4', 'h4g3', 'b4d4', 'g3h4')
('a5a4', 'h4g3', 'b4d4', 'h5b5')
('a5a4', 'h4g3', 'b4d4', 'h5c5')
('a5a4', 'h4g3', 'b4d4', 'h5d5')
('a5a4', 'h4g3', 'b4d4', 'h5e5')
('a5a4', 'h4g3', 'b4d4', 'h5f5')
('a5a4', 'h4g3', 'b4d4', 'h5g5')
('a5a4', 'h4g3', 'b4d4', 'h5h1')
('a5a4', 'h4g3', 'b4d4', 'h5h2')
('a5a4', 'h4g3', 'b4d4', 'h5h3')
('a5a4', 'h4g3', 'b4d4', 'h5h4')
('a5a4', 'h4g3', 'b4d4', 'h5h6')
('a5a4', 'h4g3', 'b4d4', 'h5h7')
('a5a4', 'h4g3', 'b4d4', 'h5h8')
('a5a4', 'h4g3', 'b4e4', 'c7c5')
('a5a4', 'h4g3', 'b4e4', 'c7c6')
('a5a4', 'h4g3', 'b4e4', 'd6d5')
('a5a4', 'h4g3', 'b4e4', 'f4f3')
('a5a4', 'h4g3', 'b4e4', 'g3f2')
('a5a4', 'h4g3', 'b4e4', 'g3g2')
('a5a4', 'h4g3', 'b4e4', 'g3g4')
('a5a4', 'h4g3', 'b4e4', 'g3h2')
('a5a4', 'h4g3', 'b4e4', 'g3h4')
('a5a4', 'h4g3', 'b4e4', 'h5b5')
('a5a4', 'h4g3', 'b4e4', 'h5c5')
('a5a4', 'h4g3', 'b4e4', 'h5d5')
('a5a4', 'h4g3', 'b4e4', 'h5e5')
('a5a4', 'h4g3', 'b4e4', 'h5f5')
('a5a4', 'h4g3', 'b4e4', 'h5g5')
('a5a4', 'h4g3', 'b4e4', 'h5h1')
('a5a4', 'h4g3', 'b4e4', 'h5h2')
('a5a4', 'h4g3', 'b4e4', 'h5h3')
('a5a4', 'h4g3', 'b4e4', 'h5h4')
('a5a4', 'h4g3', 'b4e4', 'h5h6')
('a5a4', 'h4g3', 'b4e4', 'h5h7')
('a5a4', 'h4g3', 'b4e4', 'h5h8')
('a5a4', 'h4g3', 'b4f4', 'c7c5')
('a5a4', 'h4g3', 'b4f4', 'c7c6')
('a5a4', 'h4g3', 'b4f4', 'd6d5')
('a5a4', 'h4g3', 'b4f4', 'g3f4')
('a5a4', 'h4g3', 'b4f4', 'g3g2')
('a5a4', 'h4g3', 'b4f4', 'g3h2')
('a5a4', 'h4g3', 'b4f4', 'h5b5')
('a5a4', 'h4g3', 'b4f4', 'h5c5')
('a5a4', 'h4g3', 'b4f4', 'h5d5')
('a5a4', 'h4g3', 'b4f4', 'h5e5')
('a5a4', 'h4g3', 'b4f4', 'h5f5')
('a5a4', 'h4g3', 'b4f4', 'h5g5')
('a5a4', 'h4g3', 'b4f4', 'h5h1')
('a5a4', 'h4g3', 'b4f4', 'h5h2')
('a5a4', 'h4g3', 'b4f4', 'h5h3')
('a5a4', 'h4g3', 'b4f4', 'h5h4')
('a5a4', 'h4g3', 'b4f4', 'h5h6')
('a5a4', 'h4g3', 'b4f4', 'h5h7')
('a5a4', 'h4g3', 'b4f4', 'h5h8')
('a5a4', 'h4g3', 'b5b6', 'c7b6')
('a5a4', 'h4g3', 'b5b6', 'c7c5')
('a5a4', 'h4g3', 'b5b6', 'c7c6')
('a5a4', 'h4g3', 'b5b6', 'd6d5')
('a5a4', 'h4g3', 'b5b6', 'f4f3')
('a5a4', 'h4g3', 'b5b6', 'g3f2')
('a5a4', 'h4g3', 'b5b6', 'g3g2')
('a5a4', 'h4g3', 'b5b6', 'g3g4')
('a5a4', 'h4g3', 'b5b6', 'g3h2')
('a5a4', 'h4g3', 'b5b6', 'g3h4')
('a5a4', 'h4g3', 'b5b6', 'h5a5')
('a5a4', 'h4g3', 'b5b6', 'h5b5')
('a5a4', 'h4g3', 'b5b6', 'h5c5')
('a5a4', 'h4g3', 'b5b6', 'h5d5')
('a5a4', 'h4g3', 'b5b6', 'h5e5')
('a5a4', 'h4g3', 'b5b6', 'h5f5')
('a5a4', 'h4g3', 'b5b6', 'h5g5')
('a5a4', 'h4g3', 'b5b6', 'h5h1')
('a5a4', 'h4g3', 'b5b6', 'h5h2')
('a5a4', 'h4g3', 'b5b6', 'h5h3')
('a5a4', 'h4g3', 'b5b6', 'h5h4')
('a5a4', 'h4g3', 'b5b6', 'h5h6')
('a5a4', 'h4g3', 'b5b6', 'h5h7')
('a5a4', 'h4g3', 'b5b6', 'h5h8')
('a5a4', 'h4g3', 'e2e3', 'c7c5')
('a5a4', 'h4g3', 'e2e3', 'c7c6')
('a5a4', 'h4g3', 'e2e3', 'd6d5')
('a5a4', 'h4g3', 'e2e3', 'f4e3')
('a5a4', 'h4g3', 'e2e3', 'f4f3')
('a5a4', 'h4g3', 'e2e3', 'g3f2')
('a5a4', 'h4g3', 'e2e3', 'g3g2')
('a5a4', 'h4g3', 'e2e3', 'g3g4')
('a5a4', 'h4g3', 'e2e3', 'g3h2')
('a5a4', 'h4g3', 'e2e3', 'g3h4')
('a5a4', 'h4g3', 'e2e3', 'h5b5')
('a5a4', 'h4g3', 'e2e3', 'h5c5')
('a5a4', 'h4g3', 'e2e3', 'h5d5')
('a5a4', 'h4g3', 'e2e3', 'h5e5')
('a5a4', 'h4g3', 'e2e3', 'h5f5')
('a5a4', 'h4g3', 'e2e3', 'h5g5')
('a5a4', 'h4g3', 'e2e3', 'h5h1')
('a5a4', 'h4g3', 'e2e3', 'h5h2')
('a5a4', 'h4g3', 'e2e3', 'h5h3')
('a5a4', 'h4g3', 'e2e3', 'h5h4')
('a5a4', 'h4g3', 'e2e3', 'h5h6')
('a5a4', 'h4g3', 'e2e3', 'h5h7')
('a5a4', 'h4g3', 'e2e3', 'h5h8')
('a5a4', 'h4g3', 'e2e4', 'c7c5')
('a5a4', 'h4g3', 'e2e4', 'c7c6')
('a5a4', 'h4g3', 'e2e4', 'd6d5')
('a5a4', 'h4g3', 'e2e4', 'f4e3')
('a5a4', 'h4g3', 'e2e4', 'f4f3')
('a5a4', 'h4g3', 'e2e4', 'g3f2')
('a5a4', 'h4g3', 'e2e4', 'g3g2')
('a5a4', 'h4g3', 'e2e4', 'g3g4')
('a5a4', 'h4g3', 'e2e4', 'g3h2')
('a5a4', 'h4g3', 'e2e4', 'g3h4')
('a5a4', 'h4g3', 'e2e4', 'h5b5')
('a5a4', 'h4g3', 'e2e4', 'h5c5')
('a5a4', 'h4g3', 'e2e4', 'h5d5')
('a5a4', 'h4g3', 'e2e4', 'h5e5')
('a5a4', 'h4g3', 'e2e4', 'h5f5')
('a5a4', 'h4g3', 'e2e4', 'h5g5')
('a5a4', 'h4g3', 'e2e4', 'h5h1')
('a5a4', 'h4g3', 'e2e4', 'h5h2')
('a5a4', 'h4g3', 'e2e4', 'h5h3')
('a5a4', 'h4g3', 'e2e4', 'h5h4')
('a5a4', 'h4g3', 'e2e4', 'h5h6')
('a5a4', 'h4g3', 'e2e4', 'h5h7')
('a5a4', 'h4g3', 'e2e4', 'h5h8')
('a5a4', 'h4g4', 'a4a3', 'c7c5')
('a5a4', 'h4g4', 'a4a3', 'c7c6')
('a5a4', 'h4g4', 'a4a3', 'd6d5')
('a5a4', 'h4g4', 'a4a3', 'g4f5')
('a5a4', 'h4g4', 'a4a3', 'g4g3')
('a5a4', 'h4g4', 'a4a3', 'g4g5')
('a5a4', 'h4g4', 'a4a3', 'g4h4')
('a5a4', 'h4g4', 'a4a3', 'h5b5')
('a5a4', 'h4g4', 'a4a3', 'h5c5')
('a5a4', 'h4g4', 'a4a3', 'h5d5')
('a5a4', 'h4g4', 'a4a3', 'h5e5')
('a5a4', 'h4g4', 'a4a3', 'h5f5')
('a5a4', 'h4g4', 'a4a3', 'h5g5')
('a5a4', 'h4g4', 'a4a3', 'h5h1')
('a5a4', 'h4g4', 'a4a3', 'h5h2')
('a5a4', 'h4g4', 'a4a3', 'h5h3')
('a5a4', 'h4g4', 'a4a3', 'h5h4')
('a5a4', 'h4g4', 'a4a3', 'h5h6')
('a5a4', 'h4g4', 'a4a3', 'h5h7')
('a5a4', 'h4g4', 'a4a3', 'h5h8')
('a5a4', 'h4g4', 'a4a5', 'c7c5')
('a5a4', 'h4g4', 'a4a5', 'c7c6')
('a5a4', 'h4g4', 'a4a5', 'd6d5')
('a5a4', 'h4g4', 'a4a5', 'g4f5')
('a5a4', 'h4g4', 'a4a5', 'g4g3')
('a5a4', 'h4g4', 'a4a5', 'g4g5')
('a5a4', 'h4g4', 'a4a5', 'g4h4')
('a5a4', 'h4g4', 'a4a5', 'h5b5')
('a5a4', 'h4g4', 'a4a5', 'h5c5')
('a5a4', 'h4g4', 'a4a5', 'h5d5')
('a5a4', 'h4g4', 'a4a5', 'h5e5')
('a5a4', 'h4g4', 'a4a5', 'h5f5')
('a5a4', 'h4g4', 'a4a5', 'h5g5')
('a5a4', 'h4g4', 'a4a5', 'h5h1')
('a5a4', 'h4g4', 'a4a5', 'h5h2')
('a5a4', 'h4g4', 'a4a5', 'h5h3')
('a5a4', 'h4g4', 'a4a5', 'h5h4')
('a5a4', 'h4g4', 'a4a5', 'h5h6')
('a5a4', 'h4g4', 'a4a5', 'h5h7')
('a5a4', 'h4g4', 'a4a5', 'h5h8')
('a5a4', 'h4g4', 'a4b3', 'c7c5')
('a5a4', 'h4g4', 'a4b3', 'c7c6')
('a5a4', 'h4g4', 'a4b3', 'd6d5')
('a5a4', 'h4g4', 'a4b3', 'g4f5')
('a5a4', 'h4g4', 'a4b3', 'g4g3')
('a5a4', 'h4g4', 'a4b3', 'g4g5')
('a5a4', 'h4g4', 'a4b3', 'g4h4')
('a5a4', 'h4g4', 'a4b3', 'h5b5')
('a5a4', 'h4g4', 'a4b3', 'h5c5')
('a5a4', 'h4g4', 'a4b3', 'h5d5')
('a5a4', 'h4g4', 'a4b3', 'h5e5')
('a5a4', 'h4g4', 'a4b3', 'h5f5')
('a5a4', 'h4g4', 'a4b3', 'h5g5')
('a5a4', 'h4g4', 'a4b3', 'h5h1')
('a5a4', 'h4g4', 'a4b3', 'h5h2')
('a5a4', 'h4g4', 'a4b3', 'h5h3')
('a5a4', 'h4g4', 'a4b3', 'h5h4')
('a5a4', 'h4g4', 'a4b3', 'h5h6')
('a5a4', 'h4g4', 'a4b3', 'h5h7')
('a5a4', 'h4g4', 'a4b3', 'h5h8')
('a5a4', 'h4g4', 'b4b1', 'c7c5')
('a5a4', 'h4g4', 'b4b1', 'c7c6')
('a5a4', 'h4g4', 'b4b1', 'd6d5')
('a5a4', 'h4g4', 'b4b1', 'f4f3')
('a5a4', 'h4g4', 'b4b1', 'g4f5')
('a5a4', 'h4g4', 'b4b1', 'g4g3')
('a5a4', 'h4g4', 'b4b1', 'g4g5')
('a5a4', 'h4g4', 'b4b1', 'g4h4')
('a5a4', 'h4g4', 'b4b1', 'h5b5')
('a5a4', 'h4g4', 'b4b1', 'h5c5')
('a5a4', 'h4g4', 'b4b1', 'h5d5')
('a5a4', 'h4g4', 'b4b1', 'h5e5')
('a5a4', 'h4g4', 'b4b1', 'h5f5')
('a5a4', 'h4g4', 'b4b1', 'h5g5')
('a5a4', 'h4g4', 'b4b1', 'h5h1')
('a5a4', 'h4g4', 'b4b1', 'h5h2')
('a5a4', 'h4g4', 'b4b1', 'h5h3')
('a5a4', 'h4g4', 'b4b1', 'h5h4')
('a5a4', 'h4g4', 'b4b1', 'h5h6')
('a5a4', 'h4g4', 'b4b1', 'h5h7')
('a5a4', 'h4g4', 'b4b1', 'h5h8')
('a5a4', 'h4g4', 'b4b2', 'c7c5')
('a5a4', 'h4g4', 'b4b2', 'c7c6')
('a5a4', 'h4g4', 'b4b2', 'd6d5')
('a5a4', 'h4g4', 'b4b2', 'f4f3')
('a5a4', 'h4g4', 'b4b2', 'g4f5')
('a5a4', 'h4g4', 'b4b2', 'g4g3')
('a5a4', 'h4g4', 'b4b2', 'g4g5')
('a5a4', 'h4g4', 'b4b2', 'g4h4')
('a5a4', 'h4g4', 'b4b2', 'h5b5')
('a5a4', 'h4g4', 'b4b2', 'h5c5')
('a5a4', 'h4g4', 'b4b2', 'h5d5')
('a5a4', 'h4g4', 'b4b2', 'h5e5')
('a5a4', 'h4g4', 'b4b2', 'h5f5')
('a5a4', 'h4g4', 'b4b2', 'h5g5')
('a5a4', 'h4g4', 'b4b2', 'h5h1')
('a5a4', 'h4g4', 'b4b2', 'h5h2')
('a5a4', 'h4g4', 'b4b2', 'h5h3')
('a5a4', 'h4g4', 'b4b2', 'h5h4')
('a5a4', 'h4g4', 'b4b2', 'h5h6')
('a5a4', 'h4g4', 'b4b2', 'h5h7')
('a5a4', 'h4g4', 'b4b2', 'h5h8')
('a5a4', 'h4g4', 'b4b3', 'c7c5')
('a5a4', 'h4g4', 'b4b3', 'c7c6')
('a5a4', 'h4g4', 'b4b3', 'd6d5')
('a5a4', 'h4g4', 'b4b3', 'f4f3')
('a5a4', 'h4g4', 'b4b3', 'g4f5')
('a5a4', 'h4g4', 'b4b3', 'g4g5')
('a5a4', 'h4g4', 'b4b3', 'g4h4')
('a5a4', 'h4g4', 'b4b3', 'h5b5')
('a5a4', 'h4g4', 'b4b3', 'h5c5')
('a5a4', 'h4g4', 'b4b3', 'h5d5')
('a5a4', 'h4g4', 'b4b3', 'h5e5')
('a5a4', 'h4g4', 'b4b3', 'h5f5')
('a5a4', 'h4g4', 'b4b3', 'h5g5')
('a5a4', 'h4g4', 'b4b3', 'h5h1')
('a5a4', 'h4g4', 'b4b3', 'h5h2')
('a5a4', 'h4g4', 'b4b3', 'h5h3')
('a5a4', 'h4g4', 'b4b3', 'h5h4')
('a5a4', 'h4g4', 'b4b3', 'h5h6')
('a5a4', 'h4g4', 'b4b3', 'h5h7')
('a5a4', 'h4g4', 'b4b3', 'h5h8')
('a5a4', 'h4g4', 'b4c4', 'c7c5')
('a5a4', 'h4g4', 'b4c4', 'c7c6')
('a5a4', 'h4g4', 'b4c4', 'd6d5')
('a5a4', 'h4g4', 'b4c4', 'g4f5')
('a5a4', 'h4g4', 'b4c4', 'g4g3')
('a5a4', 'h4g4', 'b4c4', 'g4g5')
('a5a4', 'h4g4', 'b4c4', 'g4h4')
('a5a4', 'h4g4', 'b4c4', 'h5b5')
('a5a4', 'h4g4', 'b4c4', 'h5c5')
('a5a4', 'h4g4', 'b4c4', 'h5d5')
('a5a4', 'h4g4', 'b4c4', 'h5e5')
('a5a4', 'h4g4', 'b4c4', 'h5f5')
('a5a4', 'h4g4', 'b4c4', 'h5g5')
('a5a4', 'h4g4', 'b4c4', 'h5h1')
('a5a4', 'h4g4', 'b4c4', 'h5h2')
('a5a4', 'h4g4', 'b4c4', 'h5h3')
('a5a4', 'h4g4', 'b4c4', 'h5h4')
('a5a4', 'h4g4', 'b4c4', 'h5h6')
('a5a4', 'h4g4', 'b4c4', 'h5h7')
('a5a4', 'h4g4', 'b4c4', 'h5h8')
('a5a4', 'h4g4', 'b4d4', 'c7c5')
('a5a4', 'h4g4', 'b4d4', 'c7c6')
('a5a4', 'h4g4', 'b4d4', 'd6d5')
('a5a4', 'h4g4', 'b4d4', 'g4f5')
('a5a4', 'h4g4', 'b4d4', 'g4g3')
('a5a4', 'h4g4', 'b4d4', 'g4g5')
('a5a4', 'h4g4', 'b4d4', 'g4h4')
